dteday,season,mnth,holiday,weekday,temp,atemp,hum,windspeed,rentals
2011-01-01,spring,January,0,Saturday,57.3995246,64.72625,80.58330000000001,10.749882,985
2011-01-02,spring,January,0,Sunday,58.8246764,63.83651,69.6087,16.652113,801
2011-01-03,spring,January,0,Monday,46.4916632,49.04645,43.7273,16.636703,1349
2011-01-04,spring,January,0,Tuesday,46.760000000000005,51.09098,59.0435,10.739832,1562
2011-01-05,spring,January,0,Wednesday,48.7494266,52.634299999999996,43.695699999999995,12.522300000000001,1600
2011-01-06,spring,January,0,Thursday,47.0808824,52.98881,51.8261,6.0008684,1606
2011-01-07,spring,January,0,Friday,46.5033236,50.79551,49.869600000000005,11.304642,1510
2011-01-08,spring,January,0,Saturday,44.177,46.60286,53.5833,17.875868,959
2011-01-09,spring,January,0,Sunday,42.2089754,42.45575,43.416700000000006,24.25065,822
2011-01-10,spring,January,0,Monday,43.1314754,45.57992,48.2917,14.958889000000001,1321
2011-01-11,spring,January,0,Tuesday,44.4789158,49.23176,68.63640000000001,8.182844,1263
2011-01-12,spring,January,0,Wednesday,44.747252599999996,46.44257,59.954499999999996,20.410009,1162
2011-01-13,spring,January,0,Thursday,44.177,45.57947,47.041700000000006,20.166999999999998,1406
2011-01-14,spring,January,0,Friday,43.872206,48.95717,53.7826,8.478716,1421
2011-01-15,spring,January,0,Saturday,49.219975399999996,54.330079999999995,49.875,10.583521000000001,1248
2011-01-16,spring,January,0,Sunday,49.0970246,53.07953,48.375,12.625010999999999,1204
2011-01-17,spring,January,1,Monday,44.9764754,47.90939,53.75,12.999139,1000
2011-01-18,spring,January,0,Tuesday,47.9900246,52.90997,86.16669999999999,9.833924999999999,683
2011-01-19,spring,January,0,Wednesday,53.5624412,58.85798,74.1739,13.957239,1650
2011-01-20,spring,January,0,Thursday,51.311024599999996,54.954499999999996,53.833299999999994,13.125568,1927
2011-01-21,spring,January,0,Friday,45.0995,46.20497,45.7083,23.667214,1543
2011-01-22,spring,January,0,Saturday,36.36382352,39.116264,40.0,11.52199,981
2011-01-23,spring,January,0,Sunday,39.12330146,40.895519,43.6522,16.5222,986
2011-01-24,spring,January,0,Monday,39.18747794,42.6137,49.1739,10.60811,1416
2011-01-25,spring,January,0,Tuesday,48.4926764,53.10734,61.695699999999995,8.696332,1985
2011-01-26,spring,January,0,Wednesday,48.051500000000004,50.324,86.25,19.68795,506
2011-01-27,spring,January,0,Thursday,46.391,51.772999999999996,68.75,7.627078999999999,431
2011-01-28,spring,January,0,Friday,47.016676399999994,52.098530000000004,79.30430000000001,8.2611,1167
2011-01-29,spring,January,0,Saturday,46.5033236,51.09134,65.1739,9.739455000000001,1098
2011-01-30,spring,January,0,Sunday,47.9793236,54.52898,72.2174,4.956834199999999,1096
2011-01-31,spring,January,0,Monday,45.3454754,48.7625,60.375,12.541864,1501
2011-02-01,spring,February,0,Tuesday,46.1824412,53.1077,82.9565,3.5652709999999996,1360
2011-02-02,spring,February,0,Wednesday,51.188,54.89753,77.5417,17.708636,1526
2011-02-03,spring,February,0,Thursday,45.7974266,48.00902,43.7826,18.609384,1550
2011-02-04,spring,February,0,Friday,47.5942352,52.572829999999996,58.521699999999996,8.565213,1708
2011-02-05,spring,February,0,Saturday,49.219975399999996,53.87522,92.91669999999999,10.792293,1005
2011-02-06,spring,February,0,Sunday,53.0944754,58.250389999999996,56.833299999999994,9.5006,1623
2011-02-07,spring,February,0,Monday,52.049024599999996,59.32922,73.83330000000001,3.0423561000000006,1712
2011-02-08,spring,February,0,Tuesday,48.297475399999996,49.84214,53.7917,24.25065,1530
2011-02-09,spring,February,0,Wednesday,41.9469854,44.98547,49.4783,12.652213,1605
2011-02-10,spring,February,0,Thursday,42.652882399999996,45.459320000000005,43.7391,14.869645,1538
2011-02-11,spring,February,0,Friday,45.9549158,51.21581,50.6364,7.272849999999999,1746
2011-02-12,spring,February,0,Saturday,48.420500000000004,52.96586,54.4167,13.625589000000002,1472
2011-02-13,spring,February,0,Sunday,55.359323599999996,61.17017,45.7391,17.479160999999998,1589
2011-02-14,spring,February,0,Monday,62.626999999999995,67.8515,37.583299999999994,27.999836,1913
2011-02-15,spring,February,0,Tuesday,51.6372206,54.88466,31.434800000000003,19.522057999999998,1815
2011-02-16,spring,February,0,Wednesday,55.4876618,60.458,42.3478,16.869996999999998,2115
2011-02-17,spring,February,0,Thursday,64.16447539999999,70.57921999999999,50.5,15.416968,2475
2011-02-18,spring,February,0,Friday,70.4990246,78.07847,51.6667,17.749975000000003,2927
2011-02-19,spring,February,0,Saturday,61.4585246,67.22636,18.7917,34.000021,1635
2011-02-20,spring,February,0,Sunday,53.0490146,56.9597,40.7826,14.956745,1812
2011-02-21,spring,February,1,Monday,54.38597540000001,57.56675,60.5,20.625682,1107
2011-02-22,spring,February,0,Tuesday,45.4479836,48.74297,57.7778,13.110761,1450
2011-02-23,spring,February,0,Wednesday,48.3643382,54.11453,42.3043,6.3055710000000005,1917
2011-02-24,spring,February,0,Thursday,53.819117600000006,58.02719,69.7391,16.783231999999998,1807
2011-02-25,spring,February,0,Friday,58.8888824,63.54149,71.2174,23.218113,1461
2011-02-26,spring,February,0,Saturday,52.8485,57.39728,53.7917,12.500257000000001,1969
2011-02-27,spring,February,0,Sunday,57.3486764,63.599810000000005,68.0,8.391615999999999,2402
2011-02-28,spring,February,0,Monday,62.0567474,68.01061999999999,87.6364,19.408962,1446
2011-03-01,spring,March,0,Tuesday,51.680024599999996,55.74911,53.5,14.500475,1851
2011-03-02,spring,March,0,Wednesday,56.723,60.80639,44.9583,20.624810999999998,2134
2011-03-03,spring,March,0,Thursday,46.6369754,50.011970000000005,31.833299999999998,15.125518000000001,1685
2011-03-04,spring,March,0,Friday,51.311024599999996,55.01111,61.0417,13.624182,1944
2011-03-05,spring,March,0,Saturday,60.3515246,66.09011,78.91669999999999,16.875357,2077
2011-03-06,spring,March,0,Sunday,59.78732359999999,64.96268,94.8261,23.000229,605
2011-03-07,spring,March,0,Monday,51.316338200000004,53.46149,55.1304,22.870584,1872
2011-03-08,spring,March,0,Tuesday,53.5865,59.216,42.0833,8.083549999999999,2133
2011-03-09,spring,March,0,Wednesday,53.8324754,57.79472,77.5417,14.750050000000002,1891
2011-03-10,spring,March,0,Thursday,60.71491579999999,66.71012,0.0,17.545758999999997,623
2011-03-11,spring,March,0,Friday,55.359323599999996,59.45,64.95649999999999,15.608989999999999,1977
2011-03-12,spring,March,0,Saturday,56.2925246,61.317499999999995,59.458299999999994,14.791924999999999,2132
2011-03-13,spring,March,0,Sunday,60.3648824,66.20819,52.73909999999999,18.130468,2417
2011-03-14,spring,March,0,Monday,56.001014600000005,61.88,49.695699999999995,9.174042,2046
2011-03-15,spring,March,0,Tuesday,55.4234558,60.63602,65.5652,12.348703,2056
2011-03-16,spring,March,0,Wednesday,58.9530146,65.0237,77.65220000000001,13.608839000000001,2192
2011-03-17,spring,March,0,Thursday,62.626999999999995,68.92997,60.291700000000006,14.041792999999998,2744
2011-03-18,spring,March,0,Friday,71.852,79.43081000000001,52.5217,15.478139,3239
2011-03-19,spring,March,0,Saturday,66.87049999999999,73.98725,37.916700000000006,24.667189,3117
2011-03-20,spring,March,0,Sunday,56.5385,61.317499999999995,47.375,13.917307000000001,2471
2011-03-21,summer,March,0,Monday,63.766103,68.87615,73.73910000000001,19.348461,2077
2011-03-22,summer,March,0,Tuesday,64.5950246,71.65778,62.4583,15.125250000000001,2703
2011-03-23,summer,March,0,Wednesday,57.6054266,62.41451,83.9565,15.695487000000002,2121
2011-03-24,summer,March,0,Thursday,53.033,56.37497,80.58330000000001,16.333728999999998,1865
2011-03-25,summer,March,0,Friday,51.495524599999996,55.06808,49.5,15.458575000000002,2210
2011-03-26,summer,March,0,Saturday,51.6184754,55.18139,39.4167,14.041257,2496
2011-03-27,summer,March,0,Sunday,50.6745734,54.53051,49.3913,12.348099999999999,1693
2011-03-28,summer,March,0,Monday,51.508882400000005,55.181659999999994,30.2174,14.217668,2028
2011-03-29,summer,March,0,Tuesday,54.3245,58.361720000000005,31.416700000000002,15.208732,2425
2011-03-30,summer,March,0,Wednesday,54.14,58.7615,64.6667,11.583496,1536
2011-03-31,summer,March,0,Thursday,51.8029754,55.18175,91.8333,14.582282000000001,1685
2011-04-01,summer,April,0,Friday,54.14,57.510859999999994,68.625,17.333436,2227
2011-04-02,summer,April,0,Saturday,55.247,60.40733,65.375,13.208782000000001,2252
2011-04-03,summer,April,0,Sunday,59.920975399999996,66.08903000000001,48.0,12.208271000000002,3249
2011-04-04,summer,April,0,Monday,74.3119754,80.86361000000001,42.625,25.833257,3115
2011-04-05,summer,April,0,Tuesday,62.5655246,67.8515,64.2083,26.000488999999998,1795
2011-04-06,summer,April,0,Wednesday,60.8434754,66.88472,47.0833,17.625221,2808
2011-04-07,summer,April,0,Thursday,64.2875,71.03264,60.291700000000006,10.874903999999999,3141
2011-04-08,summer,April,0,Friday,56.7844754,61.20311,83.625,15.208464,1471
2011-04-09,summer,April,0,Saturday,57.2765,62.73761,87.75,8.916560999999998,2455
2011-04-10,summer,April,0,Sunday,63.4880246,70.40633,85.75,9.833389,2895
2011-04-11,summer,April,0,Monday,75.9591176,82.86953,71.6956,21.739758,3348
2011-04-12,summer,April,0,Tuesday,69.08449999999999,76.37486,73.9167,18.416892999999998,2034
2011-04-13,summer,April,0,Wednesday,62.442499999999995,69.55547,81.91669999999999,16.791339,2162
2011-04-14,summer,April,0,Thursday,66.5015,73.64678,54.041700000000006,7.4169,3267
2011-04-15,summer,April,1,Friday,64.9640246,71.77217,67.125,15.167124999999999,3126
2011-04-16,summer,April,0,Saturday,63.7954754,70.29428,88.83330000000001,22.834136,795
2011-04-17,summer,April,0,Sunday,65.7020246,72.11264,47.9583,20.334232,3744
2011-04-18,summer,April,0,Monday,69.82249999999999,77.28314,54.25,10.958989,3429
2011-04-19,summer,April,0,Tuesday,69.3304754,76.03322,66.5833,10.584057,3204
2011-04-20,summer,April,0,Wednesday,75.911,82.79528,61.4167,16.208975,3944
2011-04-21,summer,April,0,Thursday,65.8865246,72.85028,40.708299999999994,21.792286,4189
2011-04-22,summer,April,0,Friday,56.8460246,60.97586,72.9583,14.707906999999999,1683
2011-04-23,summer,April,0,Saturday,65.94800000000001,72.51088999999999,88.79169999999999,15.458575000000002,4036
2011-04-24,summer,April,0,Sunday,74.9270246,81.65867,81.08330000000001,12.875725000000001,4191
2011-04-25,summer,April,0,Monday,76.7720246,83.70500000000001,77.6667,12.417311,4073
2011-04-26,summer,April,0,Tuesday,78.6170246,85.46747,72.9167,21.875500000000002,4400
2011-04-27,summer,April,0,Wednesday,77.756,83.76277999999999,83.54169999999999,20.917399999999997,3872
2011-04-28,summer,April,0,Thursday,77.5715,84.10361,70.08330000000001,21.500836,4058
2011-04-29,summer,April,0,Friday,69.638,76.77167,45.7083,16.084221,4595
2011-04-30,summer,April,0,Saturday,66.87049999999999,73.76189000000001,50.3333,15.750025,5312
2011-05-01,summer,May,0,Sunday,65.3330246,72.33836,76.2083,7.125717999999999,3351
2011-05-02,summer,May,0,Monday,72.5285246,79.95497,73.0,12.291418,4401
2011-05-03,summer,May,0,Tuesday,77.5100246,84.38711,69.7083,22.958689,4451
2011-05-04,summer,May,0,Wednesday,62.5655246,68.41850000000001,73.70830000000001,22.042732,2633
2011-05-05,summer,May,0,Thursday,65.8865246,71.77252999999999,44.416700000000006,19.791263999999998,4433
2011-05-06,summer,May,0,Friday,67.3625246,74.67053,59.0,15.292482,4608
2011-05-07,summer,May,0,Saturday,70.376,78.13588999999999,54.125,10.750150000000001,4714
2011-05-08,summer,May,0,Sunday,70.9909754,78.70397,63.1667,5.0007125,4333
2011-05-09,summer,May,0,Monday,71.2985,79.27214000000001,58.875,11.792000000000002,4362
2011-05-10,summer,May,0,Tuesday,71.2985,79.04489000000001,48.9167,7.749957000000001,4803
2011-05-11,summer,May,0,Wednesday,72.0365,79.556,63.29169999999999,8.083014,4182
2011-05-12,summer,May,0,Thursday,71.483,79.10267,74.75,12.707689,4864
2011-05-13,summer,May,0,Friday,69.82249999999999,76.487,86.33330000000001,12.041575,4105
2011-05-14,summer,May,0,Saturday,70.4374754,77.05661,92.25,9.041649999999999,3409
2011-05-15,summer,May,0,Sunday,73.5125,80.24000000000001,86.70830000000001,10.249593,4553
2011-05-16,summer,May,0,Monday,74.6195,81.54608,78.79169999999999,8.500357000000001,3958
2011-05-17,summer,May,0,Tuesday,73.4510246,80.46761000000001,83.7917,18.582718,4123
2011-05-18,summer,May,0,Wednesday,72.59,79.44422,87.0,13.499964,3855
2011-05-19,summer,May,0,Thursday,71.1754754,77.96678,82.9583,7.2502710000000015,4575
2011-05-20,summer,May,0,Friday,71.6060246,79.61378,71.9583,8.375871,4917
2011-05-21,summer,May,0,Saturday,76.4645,83.47775,62.6667,8.083549999999999,5805
2011-05-22,summer,May,0,Sunday,76.5875246,83.70500000000001,74.9583,9.916536,4660
2011-05-23,summer,May,0,Monday,78.6170246,85.12664,81.0,15.667413999999999,4274
2011-05-24,summer,May,0,Tuesday,80.708,86.43317,74.0833,13.875164,4492
2011-05-25,summer,May,0,Wednesday,80.7694754,87.39878,69.625,10.333611,4978
2011-05-26,summer,May,0,Thursday,84.2749754,90.92192,67.75,13.376014000000001,4677
2011-05-27,summer,May,0,Friday,82.3070246,89.33072,65.375,16.125493,4679
2011-05-28,summer,May,0,Saturday,80.4004754,87.11411000000001,72.9583,15.416164000000002,4758
2011-05-29,summer,May,0,Sunday,81.2615,87.39950000000002,81.875,14.333846000000001,4788
2011-05-30,summer,May,1,Monday,86.1199754,92.39828,68.5,8.792075,4098
2011-05-31,summer,May,0,Tuesday,89.19500000000001,97.28447000000001,63.6667,7.459042999999999,3982
2011-06-01,summer,June,0,Wednesday,88.3955246,96.88703000000001,67.7083,13.875164,3974
2011-06-02,summer,June,0,Thursday,84.767,89.95478,30.5,19.583228999999996,4968
2011-06-03,summer,June,0,Friday,77.756,84.84197,35.4167,16.959107,5312
2011-06-04,summer,June,0,Saturday,78.863,85.52264,45.625,8.250514,5342
2011-06-05,summer,June,0,Sunday,79.8469754,87.51236,65.25,9.292364000000001,4906
2011-06-06,summer,June,0,Monday,82.0609754,87.96722,60.0,8.167032,4548
2011-06-07,summer,June,0,Tuesday,84.2135,91.0355,59.791700000000006,12.583136,4833
2011-06-08,summer,June,0,Wednesday,89.2564754,97.45511,62.208299999999994,9.166739,4401
2011-06-09,summer,June,0,Thursday,91.6549754,100.18211000000001,56.833299999999994,10.042161,3915
2011-06-10,summer,June,0,Friday,87.71900000000001,95.29628,60.5,9.417117999999999,4586
2011-06-11,summer,June,0,Saturday,85.505,93.02342000000002,65.45830000000001,10.374949999999998,4966
2011-06-12,summer,June,0,Sunday,83.10650000000001,89.89925000000001,74.7917,10.958989,4460
2011-06-13,summer,June,0,Monday,78.863,86.14886,49.4583,20.45845,5020
2011-06-14,summer,June,0,Tuesday,76.5875246,85.23913999999999,50.708299999999994,18.041961,4891
2011-06-15,summer,June,0,Wednesday,78.2480246,84.89786000000001,47.1667,11.250103999999999,5180
2011-06-16,summer,June,0,Thursday,78.3709754,85.58114,68.8333,13.833557,3767
2011-06-17,summer,June,0,Friday,79.9085246,86.03447,73.5833,9.582942999999998,4844
2011-06-18,summer,June,0,Saturday,83.4140246,89.95586,67.0417,8.000335999999999,5119
2011-06-19,summer,June,0,Sunday,83.59852459999999,90.12614,66.6667,6.834,4744
2011-06-20,summer,June,0,Monday,78.863,85.58114,74.625,10.416825,4010
2011-06-21,fall,June,0,Tuesday,82.2454754,89.38813999999999,77.0417,11.458675000000001,4835
2011-06-22,fall,June,0,Wednesday,86.1199754,94.44461000000001,70.75,11.541554,4507
2011-06-23,fall,June,0,Thursday,85.7509754,94.44497,70.3333,15.999868,4790
2011-06-24,fall,June,0,Friday,85.4435246,91.09247,57.3333,14.875675,4991
2011-06-25,fall,June,0,Saturday,83.291,89.89817000000001,48.3333,14.041257,5202
2011-06-26,fall,June,0,Sunday,82.184,89.38660999999999,51.3333,6.333731100000001,5305
2011-06-27,fall,June,0,Monday,82.3685,89.33036,65.8333,7.208396000000001,4708
2011-06-28,fall,June,0,Tuesday,86.9195246,94.33022,63.416700000000006,9.666960999999999,4648
2011-06-29,fall,June,0,Wednesday,85.7509754,90.92192,49.7917,17.542007,5225
2011-06-30,fall,June,0,Thursday,83.4140246,89.33072,43.416700000000006,12.415903999999998,5515
2011-07-01,fall,July,0,Friday,85.32050000000001,90.69458,39.625,6.8747359999999995,5362
2011-07-02,fall,July,0,Saturday,86.4889754,92.05772,44.4583,7.709153999999999,5119
2011-07-03,fall,July,0,Sunday,84.8900246,92.17175,68.25,15.333486,4649
2011-07-04,fall,July,1,Monday,85.62802459999999,91.88753,63.7917,5.4591064,6043
2011-07-05,fall,July,0,Tuesday,87.10402459999999,94.67042000000001,59.0417,8.459285999999999,4665
2011-07-06,fall,July,0,Wednesday,85.136,93.70697,74.33330000000001,10.042161,4629
2011-07-07,fall,July,0,Thursday,87.35,93.81839,65.125,10.666400000000001,4592
2011-07-08,fall,July,0,Friday,84.33652459999999,92.34347,75.79169999999999,15.083643,4040
2011-07-09,fall,July,0,Saturday,86.1199754,91.77422,60.9167,11.250103999999999,5336
2011-07-10,fall,July,0,Sunday,87.1655,94.10225,57.8333,12.292557,4881
2011-07-11,fall,July,0,Monday,88.27250000000001,97.68236,63.5833,18.916579,4086
2011-07-12,fall,July,0,Tuesday,90.60952459999999,98.53475,55.9167,13.417017999999999,4258
2011-07-13,fall,July,0,Wednesday,87.10402459999999,94.04635999999999,63.1667,9.790911,4342
2011-07-14,fall,July,0,Thursday,82.2454754,89.15935999999999,47.625,16.124689,5084
2011-07-15,fall,July,0,Friday,80.95397539999999,88.19339,59.12500000000001,12.249811,5538
2011-07-16,fall,July,0,Saturday,82.6760246,89.44367,58.5,13.958914,5923
2011-07-17,fall,July,0,Sunday,85.07452459999999,92.28497,60.4167,16.417211,5302
2011-07-18,fall,July,0,Monday,87.10402459999999,95.35325,65.125,14.458867999999999,4458
2011-07-19,fall,July,0,Tuesday,89.3180246,99.27311,65.0417,8.7502,4541
2011-07-20,fall,July,0,Wednesday,88.7029754,99.2165,70.70830000000001,7.625739,4332
2011-07-21,fall,July,0,Thursday,92.147,106.37339,69.125,14.875407,3784
2011-07-22,fall,July,0,Friday,94.6069754,107.68064,58.0417,8.9177,3387
2011-07-23,fall,July,0,Saturday,94.6685246,104.38582999999998,50.0,8.791807,3285
2011-07-24,fall,July,0,Sunday,93.25399999999999,103.53461,55.0833,11.334457,3606
2011-07-25,fall,July,0,Monday,86.85797540000002,96.88622000000001,75.7083,6.0841561,3840
2011-07-26,fall,July,0,Tuesday,88.9490246,94.72811,54.0833,13.417285999999999,4590
2011-07-27,fall,July,0,Wednesday,89.19500000000001,94.16002999999999,40.291700000000006,12.292021000000002,4656
2011-07-28,fall,July,0,Thursday,89.5025246,98.591,58.3333,11.958093,4390
2011-07-29,fall,July,0,Friday,93.8689754,102.73703,54.25,11.667246,3846
2011-07-30,fall,July,0,Saturday,91.3475246,97.56833,46.5833,11.291979,4475
2011-07-31,fall,July,0,Sunday,91.4704754,97.68164,48.0833,11.042471,4302
2011-08-01,fall,August,0,Monday,88.9490246,95.29628,55.0833,10.500039,4266
2011-08-02,fall,August,0,Tuesday,89.8099754,95.63638999999999,49.125,13.79195,4845
2011-08-03,fall,August,0,Wednesday,85.9970246,93.19433000000001,65.75,9.084060999999998,3574
2011-08-04,fall,August,0,Thursday,84.398,91.83092,75.75,13.20905,4576
2011-08-05,fall,August,0,Friday,84.4594754,91.09103,63.083299999999994,12.374632,4866
2011-08-06,fall,August,0,Saturday,84.8900246,92.85386000000001,75.5,15.29275,4294
2011-08-07,fall,August,0,Sunday,86.79650000000001,96.37628,75.2917,13.499629,3785
2011-08-08,fall,August,0,Monday,88.45700000000001,95.29547,59.2083,12.875725000000001,4326
2011-08-09,fall,August,0,Tuesday,89.19500000000001,97.17089,57.04169999999999,10.125107,4602
2011-08-10,fall,August,0,Wednesday,88.5800246,93.64847,42.4167,13.417285999999999,4780
2011-08-11,fall,August,0,Thursday,84.9515,90.63689000000001,42.375,11.041332,4792
2011-08-12,fall,August,0,Friday,84.2749754,90.86377999999999,41.5,8.416607,4905
2011-08-13,fall,August,0,Saturday,82.6144754,90.12722000000001,72.9583,14.167418,4150
2011-08-14,fall,August,0,Sunday,81.9380246,88.19492,81.75,14.916411,3820
2011-08-15,fall,August,0,Monday,81.1384754,87.45503,71.20830000000001,13.999918,4338
2011-08-16,fall,August,0,Tuesday,83.7214754,90.12532999999999,57.8333,15.834043,4725
2011-08-17,fall,August,0,Wednesday,85.3819754,92.00039000000001,57.5417,9.625689000000001,4694
2011-08-18,fall,August,0,Thursday,84.5210246,91.60322000000001,65.45830000000001,15.624936,3805
2011-08-19,fall,August,0,Friday,82.553,88.98989,72.2917,9.333635999999998,4153
2011-08-20,fall,August,0,Saturday,83.4755,90.40964,67.41669999999999,6.999289,5191
2011-08-21,fall,August,0,Sunday,84.4594754,92.79725,77.0,16.666518,3873
2011-08-22,fall,August,0,Monday,83.0450246,89.44286,47.0,18.54225,4758
2011-08-23,fall,August,0,Tuesday,79.2934754,86.54603,45.5417,9.833121,5895
2011-08-24,fall,August,0,Wednesday,81.69197539999999,88.76228,60.5,16.958236,5130
2011-08-25,fall,August,0,Thursday,82.49152459999999,90.12686000000001,77.1667,14.125810999999999,3542
2011-08-26,fall,August,0,Friday,83.66,91.37597,76.125,5.625487499999999,4661
2011-08-27,fall,August,0,Saturday,82.184,89.20004,85.0,25.166339,1115
2011-08-28,fall,August,0,Sunday,84.1809542,90.31631,56.1765,20.412153,4334
2011-08-29,fall,August,0,Monday,78.9860246,86.71621999999999,55.45830000000001,10.708275,4634
2011-08-30,fall,August,0,Tuesday,79.17052460000001,85.52336,54.833299999999994,8.375535999999999,5204
2011-08-31,fall,August,0,Wednesday,80.4620246,87.00089,59.791700000000006,5.5833311000000005,5058
2011-09-01,fall,September,0,Thursday,80.339,87.34289000000001,63.916700000000006,9.500332,5115
